source_language,dest_language,source_text,dest_text
eng,tao,"If you abide in me and my words abide in you, ask for whatever you wish, and it will be done for you.",No si macikaop kamo jyaken a keyyan na rana no ciriciring ko do onowned nyo am no amyan so amin nyo jyaken am itoro ko jinyo.
eng,tgl,"If you abide in me and my words abide in you, ask for whatever you wish, and it will be done for you.","Kung kayo'y magsipanatili sa akin, at ang mga salita ko'y magsipanatili sa inyo, ay hingin ninyo ang anomang inyong ibigin, at gagawin sa inyo."
eng,pag,"My Father is glorified by this, that you bear much fruit and become my disciples.","No mambunga kayoy dakel, napagalangay Amak tan napatnagan a disipulo ta kayo."
eng,pam,"My Father is glorified by this, that you bear much fruit and become my disciples.","Mipaligayan ya ing Ibpa ku, nung mamunga kayung dakal at king makanyan a paralan maging alagad da kayu."
eng,tao,"My Father is glorified by this, that you bear much fruit and become my disciples.",O azwazway ni Ama am akmey asi no kayo a macita da jinyo. No si makman kamo sang am manoyong kamo a omanop jyaken.
eng,tgl,"My Father is glorified by this, that you bear much fruit and become my disciples.","Sa ganito'y lumuluwalhati ang aking Ama, na kayo'y magsipagbunga ng marami; at gayon kayo'y magiging aking mga alagad."
eng,pag,"As the Father has loved me, so I have loved you; abide in my love.","No panoy panangaroy Ama ed siak, ontan met so panangarok ed sikayo; mansiansia kayod arok."
eng,pam,"As the Father has loved me, so I have loved you; abide in my love.","Nung makananu na kung liguran ning Ibpa, makanyan da kayu namang liguran. Manatili kayu king lugud ku."
eng,tao,"As the Father has loved me, so I have loved you; abide in my love.",Ko ikaglaw inyo. Akman si Ama a maglaw nyaken. Peyyanen nyo do onowned nyo o pangangarilawan ko an.
eng,tgl,"As the Father has loved me, so I have loved you; abide in my love.","Kung paanong inibig ako ng Ama, ay gayon din naman iniibig ko kayo: magsipanatili kayo sa aking pagibig."
eng,pag,"If you keep my commandments, you will abide in my love, just as I have kept my Father's commandments and abide in his love.","No onuren yo ray ganggan ko, mansiansia kayod arok; singa siak, oonuren ko ray ganggan nen Amak, kanyan mansiasiansia ak ed aro to."
eng,pam,"If you keep my commandments, you will abide in my love, just as I have kept my Father's commandments and abide in his love.","Nung tuparan yu la ding utus ku, manatili kayu king lugud ku, antimo nung makananu kung tutupad karing utus nang Ibpa ku at manatili ku king lugud na."
eng,tao,"If you keep my commandments, you will abide in my love, just as I have kept my Father's commandments and abide in his love.",No si pangozain nyo o nanao ko am manoyong kamo na mapeyyan sya do onowned nyo so pangangarilawan ko. Akman jyaken yaomonot do ciring na ni Ama a yamapeyyan sya do onowned ko so pangangarilawan na.
eng,tgl,"If you keep my commandments, you will abide in my love, just as I have kept my Father's commandments and abide in his love.","Kung tinutupad ninyo ang aking mga utos, ay magsisipanahan kayo sa aking pagibig; gaya ng aking pagtupad sa mga utos ng aking Ama, at ako'y nananatili sa kaniyang pagibig."
eng,pag,I have said these things to you so that my joy may be in you and that your joy may be complete.,"""Imbagak ira yad sikayo, pian niwala ed sikayo so liket ko, tan nayadyari so liket yo."
eng,pam,I have said these things to you so that my joy may be in you and that your joy may be complete.,Sinabi ku la kekayu deting bage ban manatili kekayu ing tula ku at miganap ing tula yu.
eng,tao,I have said these things to you so that my joy may be in you and that your joy may be complete.,Nipanci ko na jinyo akman sang a vazay. So yangay na jinyo no sarasaray ko a kapeyngongyod nyo na a masaray.
eng,tgl,I have said these things to you so that my joy may be in you and that your joy may be complete.,"Ang mga bagay na ito ay sinalita ko sa inyo, upang ang aking kagalakan ay mapasa inyo, at upang ang inyong kagalakan ay malubos."
eng,pag,"""This is my commandment, that you love one another as I have loved you.",Sikato yay ganggan ko: manaarowan kayo a singa panangarok ed sikayo.
eng,pam,"""This is my commandment, that you love one another as I have loved you.",Iti ya ing utus ku: mikakalugud kayu anti ing pamaglugud ku kekayu.
eng,tao,"""This is my commandment, that you love one another as I have loved you.","""Masicyakarilaw kamo akman jyaken a yamarilaw ninyo. Ta ori rana am ciring ko jinyo."
eng,tgl,"""This is my commandment, that you love one another as I have loved you.","Ito ang aking utos, na kayo'y mangagibigan sa isa't isa, na gaya ng pagibig ko sa inyo."
eng,pag,"No one has greater love than this, to lay down one's life for one's friends.",Anggapoy toon babaleg so panangaro tod saray kakaaro to nen say toon mangibagat na bilay to para sikara.
eng,pam,"No one has greater love than this, to lay down one's life for one's friends.",Ala nang lugud a maygit pa kesa ketang ibie na ning metung a tau ing bie na para karing kakaluguran na.
eng,tao,"No one has greater love than this, to lay down one's life for one's friends.",Ney rako na pangangarilawan am ji macivivyai o kagagan.
eng,tgl,"No one has greater love than this, to lay down one's life for one's friends.","Walang may lalong dakilang pagibig kay sa rito, na ibigay ng isang tao ang kaniyang buhay dahil sa kaniyang mga kaibigan."
eng,pag,You are my friends if you do what I command you.,"Kakaaro ta kayo, no onuren yo ray ganggan ko."
eng,pam,You are my friends if you do what I command you.,"Kakaluguran da kayu, nung tuparan yu la ding utus ku."
eng,tao,You are my friends if you do what I command you.,No si pangononongan nyo o nanao ko am manoyong kamo na kagagan ko.
eng,tgl,You are my friends if you do what I command you.,"Kayo'y aking mga kaibigan, kung gawin ninyo ang mga bagay na aking iniuutos sa inyo."
eng,pag,"I do not call you servants any longer, because the servant does not know what the master is doing, but I have called you friends, because I have made known to you everything that I have heard from my Father.","Ag ta ki la ipapasen ya aripen natan, ta ag kabat na aripen so gagawaey katawan to. Ipapasen ta ki lan kakaaro, lapud impaamtak ed sikayo ray amin a nadngel kod Amak."
eng,pam,"I do not call you servants any longer, because the servant does not know what the master is doing, but I have called you friends, because I have made known to you everything that I have heard from my Father.","E da na kayu ausan ipus, uling e na balu ning ipus ing daraptan na ning panginuan na. Inya inaus da kayung kakaluguran uling pepabalu ku kekayu ing sablang dimdam ku kang Ibpa ku."
eng,tao,"I do not call you servants any longer, because the servant does not know what the master is doing, but I have called you friends, because I have made known to you everything that I have heard from my Father.",Ji ko na abneka inyo a lamlamsoy ko. Ta o lamlamsoy am ji na tenngi o vazay no mapalamsoy sya tao. Ko na to abneka inyo a kagagan ko. Ta ko na nimimin o yako nimamizing ji Ama a yanipanci jinyo.
eng,tgl,"I do not call you servants any longer, because the servant does not know what the master is doing, but I have called you friends, because I have made known to you everything that I have heard from my Father.",Hindi ko na kayo tatawaging mga alipin; sapagka't hindi nalalaman ng alipin kung ano ang ginagawa ng kaniyang panginoon: nguni't tinatawag ko kayong mga kaibigan; sapagka't ang lahat ng mga bagay na narinig ko sa aking Ama ay mga ipinakilala ko sa inyo.
eng,pag,"You did not choose me, but I chose you. And I appointed you to go and bear fruit, fruit that will last, so that the Father will give you whatever you ask him in my name.","Ag yo ak pinili; pinili tan tinoro ta kayon onla tan mambungay maando. Diad ontan, iter na Ama so amin a bengatlan kerewen yod ngaran ko."
eng,pam,"You did not choose me, but I chose you. And I appointed you to go and bear fruit, fruit that will last, so that the Father will give you whatever you ask him in my name.","E yu ku pinili, nune aku ing memili at tinuldu kekayu ban lumual kayu at mamunga karing bungang manatili. King uli na niti, nanumang aduan yu king Ibpa king lagyu ku, ibie na kekayu."
eng,tao,"You did not choose me, but I chose you. And I appointed you to go and bear fruit, fruit that will last, so that the Father will give you whatever you ask him in my name.","Beken a inyo o yanimamnek jyaken, ta yaken o yanimamnek jinyo. So ko tovoyan jinyo a mangay meyvazay so makasidong so tao a vazay. Ta o akman rana sang a vazay am tey saray na ni Ama ta do to a mangay no makwa. Si akman kamo sang am no mapasyasi kamo ji Ama am itoro na jinyo."
eng,tgl,"You did not choose me, but I chose you. And I appointed you to go and bear fruit, fruit that will last, so that the Father will give you whatever you ask him in my name.","Ako'y hindi ninyo hinirang, nguni't kayo'y hinirang ko, at aking kayong inihalal, upang kayo'y magsiyaon at magsipagbunga, at upang manatili ang inyong bunga: upang ang anomang inyong hingin sa Ama sa aking pangalan, ay maibigay niya sa inyo."
eng,pag,I am giving you these commands so that you may love one another.,"Saya sirin so ganggan kod sikayo: manaarowan kayo."""
eng,pam,I am giving you these commands so that you may love one another.,Iti ya ing yuyutus ku kekayu: mikakalugud kayu.
eng,tao,I am giving you these commands so that you may love one another.,"Masicyakarilaw kamo an, ta ori rana am ciring ko jinyo."
eng,tgl,I am giving you these commands so that you may love one another.,"Ang mga bagay na ito ay iniuutos ko sa inyo, upang kayo'y mangagibigan sa isa't isa."
eng,pag,"""If the world hates you, be aware that it hated me before it hated you.","""No bosulen kayoy sankamundoan, nepeg yon nunoten a binosul ta ak ya inmona."
eng,pam,"""If the world hates you, be aware that it hated me before it hated you.","Nung kesaman na kayu ning yatu, sukat yung ganakan king minuna na na kung kesaman."
eng,tao,"""If the world hates you, be aware that it hated me before it hated you.","""No pacioyyan da inyo no ji nganoyong jyaken am naknakmen nyo o kanimanoma da na nimacioya jyaken."
eng,tgl,"""If the world hates you, be aware that it hated me before it hated you.","Kung kayo'y kinapopootan ng sanglibutan, ay inyong talastas na ako muna ang kinapootan bago kayo."
eng,pag,"If you belonged to the world, the world would love you as its own. Because you do not belong to the world, but I have chosen you out of the world, therefore the world hates you.","No kayaryan kayoy sankamundoan, aroen kayoy sankamundoan lapud kayaryan to kayo. Balet natan aliwa kayon kayaryay sankamundoan, no ag ta pinili ta kayon nanlapud sankamundoan, kanyan bobosulen kayoy sankamundoan."
eng,pam,"If you belonged to the world, the world would love you as its own. Because you do not belong to the world, but I have chosen you out of the world, therefore the world hates you.","Nung para king yatu kayu, luguran na kayu ning yatu anting keya. Oneng e kayu para king yatu, nune pinili da kayung ibat king yatu, inya kasaman na kayu ning yatu."
eng,tao,"If you belonged to the world, the world would love you as its own. Because you do not belong to the world, but I have chosen you out of the world, therefore the world hates you.",No kamo meyyangay pa kano ji manganoyong a tao do karawan am isaray da inyo do kapeyyangay nyo. Am kamo na ji meyyangay a ka nira. Ta ko na nipapinpin inyo a omanoyong jyaken. Am ori o da pacioyyan jinyo no yaji nganoyong jyaken a tao.
eng,tgl,"If you belonged to the world, the world would love you as its own. Because you do not belong to the world, but I have chosen you out of the world, therefore the world hates you.","Kung kayo'y taga sanglibutan, ay iibigin ng sanglibutan ang kaniyang sarili: nguni't sapagka't kayo'y hindi taga sanglibutan, kundi kayo'y hinirang ko sa sanglibutan, kaya napopoot sa inyo ang sanglibutan."
eng,pag,"Remember the word that I said to you, 'Slaves are not greater than their master.' If they persecuted me, they will persecute you; if they kept my word, they will keep yours also.","Nunot yoy imbagak ed sikayo: 'Anggapoy aripen a palabsanan toy katawan to.' No pinairap da ak, pairapen da ki met. No inonur day salitak, onuren da met so salita yo."
eng,pam,"Remember the word that I said to you, 'Slaves are not greater than their master.' If they persecuted me, they will persecute you; if they kept my word, they will keep yours also.","Ganakan yu ing sinabi ku kekayu: E ya maygit ing ipus king panginuan na. Nung ligaligan da ku, ligaligan da kayu naman. Nung tiparan da ing amanu ku, tuparan da naman ing kekayu."
eng,tao,"Remember the word that I said to you, 'Slaves are not greater than their master.' If they persecuted me, they will persecute you; if they kept my word, they will keep yours also.",Peyyanen nyo do onowned nyo o yako nipanci jinyo. Ji na meyhavasi no lamlamsoy o mapavahay sya tao. No si peyrarehten da yaken am akman kamo sang a peyrarehten da. No si onotan da o ciring ko am onotan da o ipangnanao nyo a ciring.
eng,tgl,"Remember the word that I said to you, 'Slaves are not greater than their master.' If they persecuted me, they will persecute you; if they kept my word, they will keep yours also.","Alalahanin ninyo ang salitang sa inyo'y aking sinabi, Ang alipin ay hindi dakila kay sa kaniyang panginoon. Kung ako'y kanilang pinagusig, kayo man ay kanilang paguusigin din; kung tinupad nila ang aking salita, ang inyo man ay tutuparin din."
eng,pag,"But they will do all these things to you on account of my name, because they do not know him who sent me.","Balet gawaen da yan amin ed sikayo lapud siak, ta ag da kabat so angibakid siak."
eng,pam,"But they will do all these things to you on account of my name, because they do not know him who sent me.",Oneng iti ngan daptan da kekayu uli ku; uling e re akikilala ing mitubud kanaku.
eng,tao,"But they will do all these things to you on account of my name, because they do not know him who sent me.","Mamimin o akman sang a alalaw a mangay jinyo, do kamonganay nyo jyaken. Ta ji da tenngi o nimapahanhan jyaken."
eng,tgl,"But they will do all these things to you on account of my name, because they do not know him who sent me.","Datapuwa't ang lahat ng mga bagay na ito ay gagawin nila sa inyo dahil sa aking pangalan, sapagka't hindi nila nakikilala ang sa akin ay nagsugo."
eng,pag,"If I had not come and spoken to them, they would not have sin, but now they have no excuse for their sin.","No ag ak linma dia tan nambabangat, anggapo komuy kasalanan da. Natan balet; anggapo lay nibaraan dad kasalanan da."
eng,pam,"If I had not come and spoken to them, they would not have sin, but now they have no excuse for their sin.",E la sana mikasala nung e ku dinatang at migsalita karela; oneng ngeni ala lang asangkan king karelang kasalanan.
eng,tao,"If I had not come and spoken to them, they would not have sin, but now they have no excuse for their sin.",No ko jya nimai do karawan a mapamizing sira no nanao ni Ama ta do to am ji da tenngi o keyyan no raraten da. Am sicyaikwaya am ji da rana tayo o raraten da. Ta ko na nipanci jira o nanao ni Ama ta do to.
eng,tgl,"If I had not come and spoken to them, they would not have sin, but now they have no excuse for their sin.","Kung hindi sana ako naparito at nagsalita sa kanila, ay hindi sila magkakaroon ng kasalanan: datapuwa't ngayo'y wala na silang madadahilan sa kanilang kasalanan."
eng,pag,Whoever hates me hates my Father also.,"Say mambosul ed siak, bosulen to met so Amak."
eng,pam,Whoever hates me hates my Father also.,Ing masama kanaku kasaman nia naman i Ibpa ku.
eng,tao,Whoever hates me hates my Father also.,O macioya jyaken am macioya ji Ama.
eng,tgl,Whoever hates me hates my Father also.,Ang napopoot sa akin ay napopoot din naman sa aking Ama.
eng,pag,"If I had not done among them the works that no one else did, they would not have sin. But now they have seen and hated both me and my Father.","Anggapo komuy kasalanan da no ag ak nanggagawad pegley da na saray kimey ya anggapo niy toon akagawa. Balet natan anengneng da ray ginagawak, et siansian bobosulen da ak tan say Amak."
eng,pam,"If I had not done among them the works that no one else did, they would not have sin. But now they have seen and hated both me and my Father.","Nung ding dapat a e na agawa ning ninuman e ku la depat libutad da, ala la sanang kasalanan. Oneng ikit da ing depat ku at pikasaman da ku ampon i Ibpa ku."
eng,tao,"If I had not done among them the works that no one else did, they would not have sin. But now they have seen and hated both me and my Father.",No ji ko nimeyvazay so ji da pa nimapeyvazay no tao do tangain da am abo raraten da. Am da kanimakacita rana sya so vazay ko. Am da kapacioya jyaken a kani Ama.
eng,tgl,"If I had not done among them the works that no one else did, they would not have sin. But now they have seen and hated both me and my Father.","Kung ako sana'y hindi gumawa sa gitna nila ng mga gawang hindi ginawa ng sinomang iba, ay hindi sana sila nangagkaroon ng kasalanan: datapuwa't ngayon ay kanilang nangakita at kinapootan nila ako at ang aking Ama."
eng,pag,"It was to fulfill the word that is written in their law, 'They hated me without a cause.'","Balet nakaukolan yan nagawa, pian nasumpal so nisulat ed Ganggan da, 'Binosul da ak ya anggapoy makasengeg.'"
eng,pam,"It was to fulfill the word that is written in their law, 'They hated me without a cause.'",Iti mepalyari ban matupad ing amanung makasulat king karelang Kautusan: Pikasaman da kung alang sangkan.
eng,tao,"It was to fulfill the word that is written in their law, 'They hated me without a cause.'","Am da na nimacita o vazay ko. So ikanoyong no yadomket do Seysyo a ciring. Maniring am, 'Yabo na agagazan no da kato macioyyan jyaken.'"
eng,tgl,"It was to fulfill the word that is written in their law, 'They hated me without a cause.'","Nguni't nangyari ito, upang matupad ang salitang nasusulat sa kanilang kautusan, Ako'y kinapootan nila na walang kadahilanan."
eng,pag,"""When the Advocate comes, whom I will send to you from the Father, the Spirit of truth who comes from the Father, he will testify on my behalf.","""Say Mananulong, a salanti say Ispiritu na katwaan, onsabin manlapud Ama. Ibakik ed sikayon manlapud Ama, tan sikatoy mantasin nipaakar ed siak."
eng,pam,"""When the Advocate comes, whom I will send to you from the Father, the Spirit of truth who comes from the Father, he will testify on my behalf.","Oneng datang ya ing Talasaup, ing Espiritu na ning katutuan a manibat king Ibpa. Itubud ke kekayu ibat king Ibpa at ya ing munie patutu tungkul kanaku."
eng,tao,"""When the Advocate comes, whom I will send to you from the Father, the Spirit of truth who comes from the Father, he will testify on my behalf.","""O yasomidong jinyo a Seyzi am yapo ji Ama. Iya rana am mapatwaw so nanao ni Ama ta do to. So tovoyan ko sya apo ji Ama a mangay jinyo do dang a kapeylimwang na nyaken jinyo."
eng,tgl,"""When the Advocate comes, whom I will send to you from the Father, the Spirit of truth who comes from the Father, he will testify on my behalf.","Datapuwa't pagparito ng Mangaaliw, na aking susuguin sa inyo mula sa Ama, sa makatuwid baga'y ang Espiritu ng katotohanan, na nagbubuhat sa Ama, ay siyang magpapatotoo sa akin:"
eng,pag,"You also are to testify, because you have been with me from the beginning.","Tan mantasi kayo met na nipaakar ed siak, ta kaiba ta ki lan nanlapud gapo."
eng,pam,"You also are to testify, because you have been with me from the beginning.",At ikayu man munie kayung patutu tungkul kanaku uling akayabe da kayu manibat na king kapupurmeruan.
eng,tao,"You also are to testify, because you have been with me from the beginning.",Akman kamo sang a meylimwang nyaken. Ta nimeycicinda kamo a nimacihza jyaken no kavavayo ko pa mangnanao.
eng,tgl,"You also are to testify, because you have been with me from the beginning.","At kayo naman ay magpapatotoo, sapagka't kayo'y nangakasama ko buhat pa nang una."
eng,pag,"""I have said these things to you to keep you from falling away.","""Ibabagak ira yad sikayo, pian ag kayo naekalay panagmatalek ed siak."
eng,pam,"""I have said these things to you to keep you from falling away.",Sinabi ku iti kekayu ban e kayu milako pamanalig kanaku.
eng,tao,"""I have said these things to you to keep you from falling away.","""Ji kamo na haha so nakem, ta nipanci ko na ya jinyo."
eng,tgl,"""I have said these things to you to keep you from falling away.","Ang mga bagay na ito'y aking sinalita sa inyo, upang kayo'y huwag mangatisod."
eng,pag,"They will put you out of the synagogues. Indeed, an hour is coming when those who kill you will think that by doing so they are offering worship to God.","Papawayen da kayod saray sinagoga. Onsabi ingey panaon a siopamay mamatey ed sikayo, ipasen ton manlilingkur ed Dios."
eng,pam,"They will put you out of the synagogues. Indeed, an hour is coming when those who kill you will think that by doing so they are offering worship to God.",Itiwalag da kayu karing sinagoga. Datang ing panaun potang ing ninumang makamate kekayu isipan na king susuyu ya king Dios.
eng,tao,"They will put you out of the synagogues. Indeed, an hour is coming when those who kill you will think that by doing so they are offering worship to God.",Mangay kapasyay da jinyo do peyneynozyan. Amyan so araraw no iwakwak da jinyo. Am ipanci da ori a agoman da ni Ama ta do to.
eng,tgl,"They will put you out of the synagogues. Indeed, an hour is coming when those who kill you will think that by doing so they are offering worship to God.","Kayo'y palalayasin nila sa mga sinagoga: oo, dumarating ang oras, na ang sinomang pumatay sa inyo ay aakalaing naghahandog siya ng paglilingkod sa Dios."
eng,pag,And they will do this because they have not known the Father or me.,"Gawaen da ra yad sikayo, ta ag da kabat so Ama odino say siak."
eng,pam,And they will do this because they have not known the Father or me.,At daptan da iti uling e re balu ing Ibpa ni e ra ku balu.
eng,tao,And they will do this because they have not known the Father or me.,O ikakman da sang so vazay jinyo no tao am ji da tenngi si Ama ka nyaken.
eng,tgl,And they will do this because they have not known the Father or me.,"At ang mga bagay na ito'y gagawin nila, sapagka't hindi nila nakikilala ang Ama, ni ako man."
eng,pag,"But I have said these things to you so that when their hour comes you may remember that I told you about them.""I did not say these things to you from the beginning, because I was with you.","Ibabagak ira yad sikayo, pian no onsabi lay panaon na panggawa rad saraya, nanunotan yon pinasakbayan ta ki la.""""Ag ko ni imbaga ra yad sikayo nen inmona, lapud kaolup-olup ta kayo ni."
eng,pam,"But I have said these things to you so that when their hour comes you may remember that I told you about them.""I did not say these things to you from the beginning, because I was with you.","Sinabi ku la deting bage kekayu ban nung datang na ing oras a daptan da iti, aganaka yu king sinabi ku na la kekayu.E ku la sinabi deting bage kekayu kanitang minuna uling kayabe yu ku pa."
eng,tao,"But I have said these things to you so that when their hour comes you may remember that I told you about them.""I did not say these things to you from the beginning, because I was with you.","No makaranes rana o akman sang a vazay am cyaha, ta nipaziman ko na jinyo. Ji ko nipeycicinda nipanci jinyo o akman sang a vazay, ta macikaop ko pa jinyo."
eng,tgl,"But I have said these things to you so that when their hour comes you may remember that I told you about them.""I did not say these things to you from the beginning, because I was with you.","Datapuwa't ang mga bagay na ito'y sinalita ko sa inyo, upang kung dumating ang kanilang oras, ay inyong mangaalaala, kung paanong sinabi ko sa inyo. At ang mga bagay na ito'y hindi ko sinabi sa inyo buhat pa nang una, sapagka't ako'y sumasa inyo."
eng,pag,"But now I am going to him who sent me, yet none of you asks me, 'Where are you going?'","Balet natan ya ompawil ak lad angibakid siak, anggapoy anggan sakey ed sikayoy manetepet ed siak no iner so laen ko."
eng,pam,"But now I am going to him who sent me, yet none of you asks me, 'Where are you going?'",Oneng ngeni munta na ku ketang mitubud kanaku. Metung man kekayu alang mangutang nung nu ku munta.
eng,tao,"But now I am going to him who sent me, yet none of you asks me, 'Where are you going?'","""Ko meysinaoli rana sicyaikwaya do yanitomovoy jyaken an. Am yabo jinyo o yanimapacici jyaken a manci no, 'Do wanjin mo angayan.'"
eng,tgl,"But now I am going to him who sent me, yet none of you asks me, 'Where are you going?'","Datapuwa't ngayong ako'y paroroon sa nagsugo sa akin; at sinoman sa inyo ay walang nagtatanong sa akin, Saan ka paroroon?"
eng,pag,"But because I have said these things to you, sorrow has filled your hearts.","Natan ta imbagak ira yad sikayo, mapalaloy ermen na puso yo."
eng,pam,"But because I have said these things to you, sorrow has filled your hearts.",Malungkut kayu uling sinabi ku la ngeni deting bage.
eng,tao,"But because I have said these things to you, sorrow has filled your hearts.",Am yako ipanci rana jinyo sicyaikwaya am kamo na marahet so nakenakem.
eng,tgl,"But because I have said these things to you, sorrow has filled your hearts.","Nguni't sapagka't sinalita ko ang mga bagay na ito sa inyo, ay napuno ng kalumbayan ang inyong puso."
eng,pag,"Nevertheless, I tell you the truth: it is to your advantage that I go away, for if I do not go away, the Advocate will not come to you, but if I go, I will send him to you.","Balet nepeg yon naamtaay katwaan a pankaabigan yoy itaynan ko, ta no ag ak ontaynan, ag onsabid sikayoy Mananulong; balet na ontaynan ak, ibakik so Mananulong ed sikayo."
eng,pam,"Nevertheless, I tell you the truth: it is to your advantage that I go away, for if I do not go away, the Advocate will not come to you, but if I go, I will send him to you.","Ing katutuan sasabian ku kekayu: ikakayap yu ing paglako ku; uling nung e ku mako, e ya datang kekayu ing Talasaup. Nung mako ku, itubud ke kekayu."
eng,tao,"Nevertheless, I tell you the truth: it is to your advantage that I go away, for if I do not go away, the Advocate will not come to you, but if I go, I will send him to you.",Am to ko na macitangayan jinyo am no si mangay ko am apya ori jinyo. No si ji ko angay am ji makaranes jinyo o somidong jinyo a Rarey nyo. Am no si mangay ko am tovoin ko a mangay jinyo.
eng,tgl,"Nevertheless, I tell you the truth: it is to your advantage that I go away, for if I do not go away, the Advocate will not come to you, but if I go, I will send him to you.","Gayon ma'y sinasalita ko sa inyo ang katotohanan: Nararapat sa inyo na ako'y yumaon; sapagka't kung hindi ako yayaon, ang Mangaaliw ay hindi paririto sa inyo; nguni't kung ako'y yumaon, siya'y susuguin ko sa inyo."
eng,pag,"And when he comes, he will prove the world wrong about sin and righteousness and judgment:","No onsabi paneknekan tod saray totoo ed sankamundoan so inkalingo ra nipaakar ed kasalanan, kaptekan, tan panagsintinsia."
eng,pam,"And when he comes, he will prove the world wrong about sin and righteousness and judgment:","At paniatang na, pakilala na karing tau keti king yatu nung isanu ing kasalanan, nung isanu ing matulid at ing kayatulan na ning Dios."
eng,tao,"And when he comes, he will prove the world wrong about sin and righteousness and judgment:",Si mai ori am patwawen na do tao do karawan o meyngongyod a raraten a kano meyngongyod a apya vazay a kano ipasingkad na so tao ni Ama ta do to.
eng,tgl,"And when he comes, he will prove the world wrong about sin and righteousness and judgment:","At siya, pagparito niya, ay kaniyang susumbatan ang sanglibutan tungkol sa kasalanan, at sa katuwiran, at sa paghatol:"
eng,pag,"about sin, because they do not believe in me;","Paneknekan toy inkalingo da ray totoo nipaakar ed kasalanan, ta ag ira anisiad siak."
eng,pam,"about sin, because they do not believe in me;",Tungkul king kasalanan: uling e la meniwala kanaku.
eng,tao,"about sin, because they do not believe in me;",O raraten da no tao do karawan am da ji nganoyngi yaken.
eng,tgl,"about sin, because they do not believe in me;","Tungkol sa kasalanan, sapagka't hindi sila nagsisampalataya sa akin;"
eng,pag,"about righteousness, because I am going to the Father, and you will see me no longer;","Paneknekan to met so inkalingo ran nipaakar ed kaptekan, ta onla ak ed Ama tan ag yo ak la nanengneng;"
eng,pam,"about righteousness, because I am going to the Father, and you will see me no longer;",Tungkul naman king matulid: uling munta ku king Ibpa at e yu na ku akit.
eng,tao,"about righteousness, because I am going to the Father, and you will see me no longer;",Da jyatenngi o manoyong a vazay. Ta yaken rana am yako mangay ji Ama. So ji nyo rana makacitai jyaken.
eng,tgl,"about righteousness, because I am going to the Father, and you will see me no longer;","Tungkol sa katuwiran, sapagka't ako'y paroroon sa Ama, at hindi na ninyo ako makikita;"
eng,pag,"about judgment, because the ruler of this world has been condemned.","tan nipaakar ed panagsintinsia, ta asintinsiaan lay manoley ed sayan mundo."
eng,pam,"about judgment, because the ruler of this world has been condemned.",At tungkul king kayatulan na ning Dios: uling miyatulan ne ing pamuntuk na ning yatung iti.
eng,tao,"about judgment, because the ruler of this world has been condemned.",Yamalas o yada naknakmen a na ipasingkad so tao ni Ama ta do to. Ta yarana nimeydedna o peyoyaoyyan na do mimong no karawan.
eng,tgl,"about judgment, because the ruler of this world has been condemned.","Tungkol sa paghatol, sapagka't ang prinsipe ng sanglibutang ito ay hinatulan na."
eng,pag,"""I still have many things to say to you, but you cannot bear them now.","""Dakel ni ray ibagak ed sikayo, balet ag yo ni ra nayarian a talusan natan."
eng,pam,"""I still have many things to say to you, but you cannot bear them now.","Dakal ku pa buring sabian kekayu, oneng e yu pa agyung paki-intindian ngeni."
eng,tao,"""I still have many things to say to you, but you cannot bear them now.","""Yaro pa o yako ipanci jinyo am ko ihawa kaji nyo makatenngan jya sicyaikwaya."
eng,tgl,"""I still have many things to say to you, but you cannot bear them now.","Mayroon pa akong maraming bagay na sa inyo ay sasabihin, nguni't ngayon ay hindi ninyo mangatitiis."
eng,pag,"When the Spirit of truth comes, he will guide you into all the truth, for he will not speak on his own but will speak whatever he hears, and he will declare to you the things that are to come.","No onsabiy Ispiritu na katwaan, iwanwan to kayon mangamta ed amin a katwaan, ta ag mansalitan manlapud sikaton dili. Ingen, salitaen tod sikayoy nadngel to tan ibaga to ray bengatlan onsabi."
eng,pam,"When the Spirit of truth comes, he will guide you into all the truth, for he will not speak on his own but will speak whatever he hears, and he will declare to you the things that are to come.","Saupan na kayu paniatang na ning Espiritu ning katutuan ban aintindian yu ing sablang katutuan. Uling e ya magsalita king sarili na, nune magsalita ya kekayu king dimdam na at sabian na la ding bage datang."
eng,tao,"When the Spirit of truth comes, he will guide you into all the truth, for he will not speak on his own but will speak whatever he hears, and he will declare to you the things that are to come.",No mai rana o Seyzi a yamapatwaw so manoyong a nanao ni Ama ta do to am ipeypalanginan na inyo. Am ji na mangozai o oyowyat na. Ta nimamizing na o ipanci na jinyo. So pancyan na nya jinyo so omanam pa vazay.
eng,tgl,"When the Spirit of truth comes, he will guide you into all the truth, for he will not speak on his own but will speak whatever he hears, and he will declare to you the things that are to come.","Gayon ma'y kung siya, ang Espiritu ng katotohanan ay dumating, ay papatnubayan niya kayo sa buong katotohanan: sapagka't hindi siya magsasalita ng mula sa kaniyang sarili; kundi ang anomang bagay na kaniyang marinig, ang mga ito ang kaniyang sasalitain: at kaniyang ipahahayag sa inyo ang mga bagay na magsisidating."
eng,pag,He will glorify me because he will take what is mine and declare it to you.,"Pagalangan to ak, ta alaen tod siak iray salitaen tod sikayo."
eng,pam,He will glorify me because he will take what is mine and declare it to you.,Paligayan na ku uling manibatan kanaku ing sablang sabian na kekayu.
